"question","expression","answer"
"What is 9999 minus 8888 plus 7777 minus 6666 plus 5555 minus 4444 plus 3333 minus 2222 plus 1111 minus 9999 plus 8888, multiplied by 802?", (9999-8888+7777-6666+5555-4444+3333-2222+1111-9999+8888)*802,3564088
"Compute the result of the sum of 1111 and 2222, multiplied by the sum of 3333 and 4444, divided by the sum of 5555 and 6666, multiplied by the sum of 7777 and 8888, divided by the sum of 9999 and 1111, plus 913?", ((1111+2222)*(3333+4444)/(5555+6666)*(7777+8888)/(9999+1111))+913,4094.5
"Calculate the result of 987654 divided by 321, multiplied by 654 divided by 987, plus the result of 123 divided by 456 multiplied by 789 divided by 123, minus the result of 321 divided by 654 multiplied by 987 divided by 321, minus 24?", "((987654/321)*(654/987)+(123/456)*(789/123)-(321/654)*(987/321))-24",((987654/321)*(654/987)+(123/456)*(789/123)-(321/654)*(987/321))-24
"How much is 135792 plus 246813 plus 975318 plus 864209 plus 753198 plus 642087 plus 531976 plus 420865 plus 310754 plus 200643, divided by 135?", (135792+246813+975318+864209+753198+642087+531976+420865+310754+200643)/135,37641.88888888889
"What is 999888 minus 777666 minus 555444 minus 333222 minus 111000 plus 999888 plus 777666 plus 555444 plus 333222 plus 111000, multiplied by 357?", (999888-777666-555444-333222-111000+999888+777666+555444+333222+111000)*357,713920032
"Find the product of 11, 22, 33, 44, 55, 66, 77, 88, 99 and 11, plus 468?", (11*22*33*44*55*66*77*88*99*11)+468,9412172639211348
"Calculate 987654321 divided by 123, then by 456, then by 789, then by 321, then by 654, then by 987, then by 123, then by 456, then by 789, minus 579?", (987654321/123/456/789/321/654/987/123/456/789)-579,-579.0
"What's the sum of 1234 times 5678, 8765 times 4321, 1357 times 9753, 2468 times 8642, 3579 times 7531 and 4680 times 6420, divided by 680?", (1234*5678+8765*4321+1357*9753+2468*8642+3579*7531+4680*6420)/680,200650.79852941175
"What is 98765 minus 43210 minus 12345 minus 67890 minus 54321 plus 98765 plus 43210 plus 12345 plus 67890 plus 54321, multiplied by 791?", (98765-43210-12345-67890-54321+98765+43210+12345+67890+54321)*791,156246230
"Compute the result of the sum of 135 and 246, multiplied by the sum of 357 and 468, divided by the sum of 579 and 680, multiplied by the sum of 791 and 802, divided by the sum of 913 and 24, multiplied by the sum of 135 and 246, divided by the sum of 357 and 468, plus 802?", ((135+246)*(357+468)/(579+680)*(791+802)/(913+24)*(135+246)/(357+468))+802,998.0200096127519
"Calculate the result of 987654 divided by 321, multiplied by 654321 divided by 987, multiplied by 123456 divided by 789, multiplied by 654987 divided by 321, multiplied by 987123 divided by 654, multiplied by 321987 divided by 123, minus 913?", ((987654/321)*(654321/987)*(123456/789)*(654987/321)*(987123/654)*(321987/123))-913,2.5731381049177897e+18
